AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.txt,70.13569021224976,encryption_file_1
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.txt,70.22003269195557,encryption_file_1
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.txt,70.12321662902832,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file2.mkv,75.29212617874146,encryption_file_2
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file2.mkv,87.34096145629883,encryption_file_2
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file2.mkv,78.31102681159973,encryption_file_2
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file3.png,70.14333868026733,encryption_file_3
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file3.png,70.18307113647461,encryption_file_3
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file3.png,70.11011910438538,encryption_file_3
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file4.zip,70.20932793617249,encryption_file_4
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file4.zip,70.20873546600342,encryption_file_4
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file4.zip,70.41210007667542,encryption_file_4
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file5.mp4,93.74659752845764,encryption_file_5
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file5.mp4,148.76197123527527,encryption_file_5
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file5.mp4,91.02888035774231,encryption_file_5
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,120.86879134178162,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,26.578993320465088,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,25.63310194015503,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,26.337289810180664,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,22.99392318725586,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,26.94641399383545,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,28.755650997161865,encryption_file_1
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,26.02508544921875,encryption_file_1
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file1.mkv,80.16336703300476,encryption_file_1
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file2.mkv,13.789786577224731,encryption_file_2
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file2.mkv,21.589619159698486,encryption_file_2
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file2.mkv,49.46510601043701,encryption_file_2
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file3.mkv,15.473654508590698,encryption_file_3
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file3.mkv,20.950056314468384,encryption_file_3
DES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file3.mkv,38.47699785232544,encryption_file_3
AES,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file4.mkv,102.91339206695557,encryption_file_4
RC4,/home/alvn/Documents/Xinyuen/KI/fp_ets/Data-encryption-Flask/server/file/file4.mkv,94.3752691745758,encryption_file_4
